COD_REGIONALE,STATO,PROVINCIA,COMUNE,ENTE_RESPONSABILE_PROCEDIMENTO,CODICE_NAZIONALE_SIN,ETRS89_32N_LON,ETRS89_32N_LAT
080370011,Certificato,BOLOGNA,ANZOLA DELL'EMILIA,ARPAE/SAC Bologna,,672363,4935810
0803700640,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,686728,4932235
080340321,Non contaminato,PARMA,SALSOMAGGIORE TERME,ARPAE/SAC Parma,,578086,4963563
0803700637,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,688093,4929956
080370472,Non contaminato,BOLOGNA,PIANORO,ARPAE/SAC Bologna,,686359,4916773
0803402742,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,605609,4962457
0803402722,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,606751,4962799
0803402716,Potenzialmente contaminato,PARMA,PARMA,ARPAE/SAC Parma,,601831,4966798
0803402711,Potenzialmente contaminato,PARMA,PARMA,ARPAE/SAC Parma,,605312,4962070
0803901017,Certificato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,728385,4907899
080390103,Attivata la bonifica,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,728363,4908560
0803901013,Certificato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,730370,4908000
080390163,Certificato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,742548,4921175
080390164,Certificato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,742541,4921039
080390166,Non contaminato,RAVENNA,RUSSI,Provincia di Ravenna - Settore ambiente e suolo,,740454,4919119
0803901498,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757725,4927115
0803901454,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757058,4928187
0803901464,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,753669,4926659
0803901475,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,752766,4922146
08039014102,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,755933,4923806
0803901448,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757429,4926979
0803901441,Certificato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,759804,4931051
0803901424,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,754699,4924332
0803901417,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,750846,4910339
080380049,Potenzialmente contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,682303,4956668
080350081,Certificato,REGGIO NELL'EMILIA,CADELBOSCO DI SOPRA,ARPAE/SAC Reggio -Emilia,,626459,4957864
080370483,Bonificato,BOLOGNA,PIEVE DI CENTO,ARPAE/SAC Bologna,,682776,4953270
080370051,Certificato,BOLOGNA,BENTIVOGLIO,ARPAE/SAC Bologna,,691649,4940859
080370501,Certificato,BOLOGNA,SALA BOLOGNESE,ARPAE/SAC Bologna,,677844,4940012
080370282,Contaminato,BOLOGNA,GALLIERA,ARPAE/SAC Bologna,,693379,4956999
080370533,Certificato,BOLOGNA,SAN GIOVANNI IN PERSICETO,ARPAE/SAC Bologna,,674557,4943388
080370393,Non contaminato,BOLOGNA,MOLINELLA,ARPAE/SAC Bologna,,"708754,81579599995","4946978,0326399999"
080370053,Attivata la bonifica,BOLOGNA,BENTIVOGLIO,ARPAE/SAC Bologna,,"688193,025318","4941576,7184100002"
080370564,Non contaminato,BOLOGNA,SANT'AGATA BOLOGNESE,ARPAE/SAC Bologna,,669028,4947233
080370084,Non contaminato,BOLOGNA,BUDRIO,ARPAE/SAC Bologna,,701444,4938924
080370522,Attivata la bonifica,BOLOGNA,SAN GIORGIO DI PIANO,ARPAE/SAC Bologna,,"688452,57449499995","4946858,6267799996"
080370021,Attivata la bonifica,BOLOGNA,ARGELATO,ARPAE/SAC Bologna,,687962,4939811
080370482,Bonificato,BOLOGNA,PIEVE DI CENTO,ARPAE/SAC Bologna,,681669,4953179
080370394,Non contaminato,BOLOGNA,MOLINELLA,ARPAE/SAC Bologna,,711886,4945510
080400152,Certificato,FORLI' - CESENA,GAMBETTOLA,ARPAE/SAC Forlì-Cesena,,766642,4890222
080370311,Certificato,BOLOGNA,GRIZZANA MORANDI,ARPAE/SAC Bologna,,674123,4902877
080370441,Bonificato,BOLOGNA,MONZUNO,ARPAE/SAC Bologna,,675553,4904964
080370101,Certificato,BOLOGNA,CAMUGNANO,ARPAE/SAC Bologna,,665372,4892741
080370224,Potenzialmente contaminato,BOLOGNA,CASTIGLIONE DEI PEPOLI,ARPAE/SAC Bologna,,676433,4891403
080370232,Attivata la bonifica,BOLOGNA,CRESPELLANO,ARPAE/SAC Bologna,,669437,4931077
080400085,Non contaminato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,771207,4898834
080370326,Bonificato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,718527,4921803
0803703214,Non contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,715995,4918118
080370201,Attivata la bonifica,BOLOGNA,CASTEL SAN PIETRO TERME,ARPAE/SAC Bologna,,706969,4922640
080370202,Contaminato,BOLOGNA,CASTEL SAN PIETRO TERME,ARPAE/SAC Bologna,,706847,4922812
080370321,Bonificato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,713163,4917327
080370324,Certificato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,712413,4911051
080340131,Certificato,PARMA,FELINO,ARPAE/SAC Parma,,600159,4949094
0803402756,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,603566,4960566
080340271,Potenzialmente contaminato,PARMA,PARMA,ARPAE/SAC Parma,,603906,4962033
0803402714,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,602729,4966702
0803402732,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,603492,4960495
080370351,Attivata la bonifica,BOLOGNA,MALALBERGO,ARPAE/SAC Bologna,,698034,4951066
080340272,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,603471,4953604
0803700630,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,689742,4933738
080340143,Non contaminato,PARMA,FIDENZA,ARPAE/SAC Parma,,585717,4970477
080340147,Non contaminato,PARMA,FIDENZA,ARPAE/SAC Parma,,583280,4968867
080370381,Attivata la bonifica,BOLOGNA,MINERBIO,ARPAE/SAC Bologna,,696184,4943956
080370532,Certificato,BOLOGNA,SAN GIOVANNI IN PERSICETO,ARPAE/SAC Bologna,,673566,4944849
080370212,Certificato,BOLOGNA,CASTENASO,ARPAE/SAC Bologna,,695985,4931452
0803700616,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,691690,4930158
0803700643,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,683323,4930857
080360058,Non contaminato,MODENA,CARPI,ARPAE/SAC Modena,,646688,4960352
080370092,Non contaminato,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,681888,4935293
080340121,Contaminato,PARMA,CORNIGLIO,ARPAE/SAC Parma,,"589952,61488799995","4927783,3546500001"
0803402712,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,603840,4963184
080400126,Bonificato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,742346,4909119
0803901010,Certificato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,727842,4909259
080360102,Non contaminato,MODENA,CONCORDIA SULLA SECCHIA,ARPAE/SAC Modena,,656737,4975436
080360122,Non contaminato,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,677040,4965777
080390072,Certificato,RAVENNA,CERVIA,ARPAE/SAC Ravenna,,767645,4904660
080390142,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757027,4944428
0803700639,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687691,4931587
080400191,Attivata la bonifica,FORLI' - CESENA,MELDOLA,ARPAE/SAC Forlì-Cesena,,744930,4891572
0804001218,Certificato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,746910,4904891
080370545,Non contaminato,BOLOGNA,SAN LAZZARO DI SAVENA,ARPAE/SAC Bologna,,694288,4924427
0804001210,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,742479,4902160
0803700615,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,690562,4932316
080380064,Attivata la bonifica,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,756989,4952009
080380201,Certificato,FERRARA,RO,ARPAE/SAC Ferrara,,716710,4976776
080380211,Potenzialmente contaminato,FERRARA,SANT'AGOSTINO,ARPAE/SAC Ferrara,,687586,4965652
080380251,Attivata la bonifica,FERRARA,GORO,ARPAE/SAC Ferrara,,760194,4971429
080360061,Certificato,MODENA,CASTELFRANCO EMILIA,ARPAE/SAC Modena,,663245,4939861
080360072,Attivata la bonifica,MODENA,CASTELNUOVO RANGONE,ARPAE/SAC Modena,,"655334,64998700004","4934001,6997699998"
08037006100,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"685050,40614700003","4930513,6912200004"
0803901486,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,759696,4930916
080380063,Non contaminato,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,"750658,91405200004","4954675,7456700001"
080380072,Certificato,FERRARA,COPPARO,ARPAE/SAC Ferrara,,722228,4974944
080370063,Attivata la bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,"692674,30293799995","4931564,6653100001"
0803700610,Monitoraggio bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,686218,4930811
080370064,Attivata la bonifica,BOLOGNA,BOLOGNA,Comune di Bologna,,"686790,25628700003","4928432,9585100003"
0803700654,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,686665,4932685
080370383,Non contaminato,BOLOGNA,MINERBIO,ARPAE/SAC Bologna,,698370,4943848
080370382,Non contaminato,BOLOGNA,MINERBIO,ARPAE/SAC Bologna,,698035,4944232
080370562,Certificato,BOLOGNA,SANT'AGATA BOLOGNESE,ARPAE/SAC Bologna,,669745,4946864
080370046,Non contaminato,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,663792,4932294
0803800416,Certificato,FERRARA,CENTO,ARPAE/SAC Ferrara,,680879,4955117
080380191,Certificato,FERRARA,PORTOMAGGIORE,ARPAE/SAC Ferrara,,722249,4953092
080360138,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,647028,4932380
080360457,Attivata la bonifica,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,"660691,860384","4931115,6328800004"
0803700623,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687578,4932445
080330401,Da monitorare,PIACENZA,SAN GIORGIO PIACENTINO,ARPAE/SAC Piacenza,,"559911,90212500002","4974551,9438699996"
080330072,Non contaminato,PIACENZA,CADEO,ARPAE/SAC Piacenza,,565402,4980806
080340352,Da monitorare,PARMA,SOLIGNANO,ARPAE/SAC Parma,,"577086,39509999997","4945047,2022000002"
080390011,Attivata la bonifica,RAVENNA,ALFONSINE,ARPAE/SAC Ravenna,,742038,4932566
080400125,Attivata la bonifica,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,743349,4901122
0804001235,Bonificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,748683,4900682
080400079,Potenzialmente contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,758754,4893550
0804000718,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,758318,4892775
0803901426,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,758873,4917759
080400012,Attivata la bonifica,FORLI' - CESENA,BAGNO DI ROMAGNA,ARPAE/SAC Forlì-Cesena,,739275,4860523
080400451,Monitoraggio bonifica,FORLI' - CESENA,SAVIGNANO SUL RUBICONE,ARPAE/SAC Forlì-Cesena,,772733,4890410
080350302,Attivata la bonifica,REGGIO NELL'EMILIA,QUATTRO CASTELLA,ARPAE/SAC Reggio -Emilia,,624930,4944038
080370213,Attivata la bonifica,BOLOGNA,CASTENASO,ARPAE/SAC Bologna,,692739,4929307
080330325,Certificato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,554979,4989387
080330326,Attivata la bonifica,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,547874,4986749
080330323,Contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,554045,4989631
080400453,Certificato,FORLI' - CESENA,SAVIGNANO SUL RUBICONE,ARPAE/SAC Forlì-Cesena,,774534,4894916
0803700636,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687176,4932324
080370371,Potenzialmente contaminato,BOLOGNA,MEDICINA,ARPAE/SAC Bologna,,708845,4931292
080340273,Attivata la bonifica,PARMA,PARMA,ARPAE/SAC Parma,,605015,4962957
080390124,Certificato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,732100,4923496
080380033,Bonificato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,691085,4973168
080330271,Certificato,PIACENZA,MONTICELLI D'ONGINA,ARPAE/SAC Piacenza,,573410,4993413
080330211,Contaminato,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,572274,4975294
0803700642,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,685123,4929372
080330021,Attivata la bonifica,PIACENZA,ALSENO,ARPAE/SAC Piacenza,,576597,4971754
0803901428,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757818,4925348
0803503317,Da monitorare,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630980,4951558
080340277,Attivata la bonifica,PARMA,PARMA,ARPAE/SAC Parma,,607391,4960066
080340142,Non contaminato,PARMA,FIDENZA,ARPAE/SAC Parma,,585259,4968080
0803402725,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,603325,4965734
0803402720,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,604525,4959401
0803402723,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,603702,4962675
080340274,Attivata la bonifica,PARMA,PARMA,ARPAE/SAC Parma,,605219,4963975
080340391,Non contaminato,PARMA,TIZZANO VAL PARMA,ARPAE/SAC Parma,,598558,4927499
0803402726,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,605578,4956463
0803800840,Certificato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,708488,4967548
0803800812,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,707830,4966472
0803303220,Non contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,552137,4984953
0803901460,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,758076,4927697
0803901499,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,758204,4927888
0803901450,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757968,4927607
080360409,Certificato,MODENA,SASSUOLO,ARPAE/SAC Modena,,643560,4935400
080360191,Attivata la bonifica,MODENA,MARANELLO,ARPAE/SAC Modena,,649676,4931434
080360135,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,644381,4935274
080360136,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"644441,38735099998","4935456,2889700001"
080360134,Attivata la bonifica,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,643351,4933319
080360405,Potenzialmente contaminato,MODENA,SASSUOLO,ARPAE/SAC Modena,,643846,4936500
0803602319,Certificato,MODENA,MODENA,Comune di Modena,,"652944,23905700003","4947661,1279199999"
080360054,Potenzialmente contaminato,MODENA,CARPI,Comune di Carpi,,649102,4958999
080330329,Da monitorare,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,552997,4988736
0803303217,Non contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,553805,4989111
0803303214,Certificato,PIACENZA,PIACENZA,COMUNE DI PIACENZA,,551639,4989280
080360458,Attivata la bonifica,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,"661058,04665100004","4930375,51884"
0804000711,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,756985,4896724
080330188,Certificato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,576936,4982573
080330352,Certificato,PIACENZA,PODENZANO,ARPAE/SAC Piacenza,,555083,4977353
080330039,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,575105,4981900
080360381,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,657683,4971206
080360456,Potenzialmente contaminato,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,658241,4935267
080390108,Non contaminato,RAVENNA,FAENZA,Provincia di Ravenna - Settore ambiente e suolo,,730397,4907437
080380015,Non contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,726289,4947790
0803800854,Certificato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"707506,63717700006","4965896,0126299998"
0803800847,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"708799,70860300004","4969439,3242100002"
0804001247,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"745270,85041700001","4900410,4428300001"
080330241,Potenzialmente contaminato,PIACENZA,GRAGNANO TREBBIENSE,ARPAE/SAC Piacenza,,"545157,13418199995","4986533,59454"
0803800857,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"701994,44689000002","4970600,9984799996"
0803700649,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,681234,4930412
080370313,Non contaminato,BOLOGNA,GRIZZANA MORANDI,ARPAE/SAC Bologna,,674133,4902719
080360051,Certificato,MODENA,CARPI,ARPAE/SAC Modena,,"650551,77690000006","4959163,0871000001"
080360192,Non contaminato,MODENA,MARANELLO,ARPAE/SAC Modena,,647876,4932979
080360236,Non contaminato,MODENA,MODENA,ARPAE/SAC Modena,,655338,4947031
0803700667,Potenzialmente contaminato,BOLOGNA,BOLOGNA,Regione Emilia Romagna,,"684696,79648500006","4930460,9056900004"
0804000721,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"762340,74823799997","4901297,9864699999"
0804000722,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"760671,528483","4892451,7355300002"
0803602322,Attivata la bonifica,MODENA,MODENA,ARPAE/SAC Modena,,"652580,97566899995","4944603,2439900003"
080330392,Certificato,PIACENZA,ROTTOFRENO,ARPAE/SAC Piacenza,,"547856,40406700002","4988073,4857099997"
080360464,Potenzialmente contaminato,MODENA,VIGNOLA,ARPAE/SAC Modena,,"659372,38690000004","4927227,6661999999"
0803602325,Attivata la bonifica,MODENA,MODENA,ARPAE/SAC Modena,,"653108,93017099996","4946614,43726"
080350203,Attivata la bonifica,REGGIO NELL'EMILIA,CORREGGIO,ARPAE/SAC Reggio -Emilia,,"641697,12230699998","4957254,4157199999"
0803602328,Potenzialmente contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"647972,77826399996","4948309,9819099996"
080400122,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,742055,4901178
080390161,Non contaminato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,741089,4917248
080390162,Attivata la bonifica,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,743866,4918811
080390122,Non contaminato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,732519,4923491
080990141,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,785864,4884259
080370571,Da monitorare,BOLOGNA,SASSO MARCONI,ARPAE/SAC Bologna,,681012,4923173
080390148,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,749983,4928727
0803901410,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,753415,4928005
0803901412,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,751841,4929143
0803901413,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,752948,4928266
0803700648,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,684480,4929529
080360133,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"643712,85183299996","4935440,5582100004"
080400086,Potenzialmente contaminato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,"767079,440802","4894908,3473500004"
0804001241,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"744375,55343700002","4901437,5177699998"
080990171,Contaminato,RIMINI,SAN GIOVANNI IN MARIGNANO,ARPAE/SAC Rimini,,"798843,43220000004","4872564,4588000001"
080380243,Certificato,FERRARA,TRESIGALLO,ARPAE/SAC Ferrara,,"729012,98354399996","4964806,3833699999"
0803700669,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"690008,39540000004","4927713,7241000002"
0803800855,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"700946,29546599998","4972824,4116799999"
0803901026,Attivata la bonifica,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,"733534,11983600003","4915538,1067399997"
0803901214,Non contaminato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,"730675,48023900006","4923158,4056700002"
0803303223,Potenzialmente contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,"551626,31483399996","4989273,62622"
0803800890,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"702918,427838","4972835,7656100001"
0803800891,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"705864,73799099994","4967958,6186199998"
080360194,Potenzialmente contaminato,MODENA,MARANELLO,ARPAE/SAC Modena,,"648448,14159999997","4932623,8925999999"
080370551,Certificato,BOLOGNA,SAN PIETRO IN CASALE,ARPAE/SAC Bologna,,690301,4952150
08037006111,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,686294,4927823
0803303222,Certificato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,"553166,52695700002","4989241,4547100002"
0804000723,Non contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"757461,07395600004",4898901
0803601311,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"648051,59761299996","4933952,6839800002"
08037006106,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"686124,40216099995","4928479,7385299997"
080370121,Attivata la bonifica,BOLOGNA,CASALFIUMANESE,ARPAE/SAC Bologna,,"709787,81396599999","4908023,6539700003"
08039014124,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,"757167,027305","4927129,8636400001"
0803602329,Potenzialmente contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"656326,31307899999","4947534,5786600001"
080360362,Potenzialmente contaminato,MODENA,SAN CESARIO SUL PANARO,ARPAE/SAC Modena,,"661985,8726","4936897,8729999997"
080380088,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,706383,4966955
080380082,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705681,4968142
080380081,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,703587,4970532
0803402710,Attivata la bonifica,PARMA,PARMA,ARPAE/SAC Parma,,604643,4963591
080400121,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,747429,4906316
080400073,Attivata la bonifica,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,754463,4891271
080400202,Non contaminato,FORLI' - CESENA,MERCATO SARACENO,ARPAE/SAC Forlì-Cesena,,756012,4880425
080400081,Certificato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,769173,4892332
080400076,Potenzialmente contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,765716,4894423
080400083,Non contaminato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,769545,4900770
080380086,Contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705978,4966780
0803800839,Attivata la bonifica,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
0803800813,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705276,4968860
0803800412,Non contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,681406,4955723
080330212,Non contaminato,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,571789,4975617
0803800852,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,706571,4967423
080390024,Non contaminato,RAVENNA,BAGNACAVALLO,ARPAE/SAC Ravenna,,739274,4921299
0803901213,Non contaminato,RAVENNA,LUGO,Provincia di Ravenna - Settore ambiente e suolo,,729861,4923843
0803901488,Certificato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,746835,4913210
0809901418,Attivata la bonifica,RIMINI,RIMINI,ARPAE/SAC Rimini,,"786304,70539999998","4884921,9484999999"
080350371,Certificato,REGGIO NELL'EMILIA,SAN MARTINO IN RIO,ARPAE/SAC Reggio -Emilia,,"640681,22615500004","4955071,3185299998"
080360086,Attivata la bonifica,MODENA,CASTELVETRO DI MODENA,ARPAE/SAC Modena,,"651762,56222099997","4932492,9981300002"
08037006104,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"679804,78469999996","4931783,2813999997"
080370272,Certificato,BOLOGNA,GAGGIO MONTANO,ARPAE/SAC Bologna,,"655911,98341999995","4896031,3160199998"
080370031,Potenzialmente contaminato,BOLOGNA,BARICELLA,ARPAE/SAC Bologna,,"704248,54425200005","4946214,3489100002"
080370462,Non contaminato,BOLOGNA,OZZANO DELL'EMILIA,ARPAE/SAC Bologna,,"696606,18110499997","4924412,2553599998"
080390025,Certificato,RAVENNA,BAGNACAVALLO,ARPAE/SAC Ravenna,,"734720,46940199996","4922715,2985399999"
080360154,Potenzialmente contaminato,MODENA,FORMIGINE,ARPAE/SAC Modena,,"645936,80748199997","4937711,3496899996"
080330101,Certificato,PIACENZA,CAORSO,ARPAE/SAC Piacenza,,568604,4991354
080340278,Attivata la bonifica,PARMA,PARMA,ARPAE/SAC Parma,,603576,4960554
080389992,Non contaminato,FERRARA,FISCAGLIA (FUSIONE DI COMUNI),ARPAE/SAC Ferrara,,739523,4965897
080380042,Contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,682585,4959508
080330327,Attivata la bonifica,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,554821,4983554
080380089,Contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,706801,4967553
0803800811,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,704006,4961072
080390091,Certificato,RAVENNA,COTIGNOLA,ARPAE/SAC Ravenna,,733099,4918644
080390149,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,750658,4930079
0803901414,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,752306,4929233
080330182,Non contaminato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,576953,4982590
080340251,Attivata la bonifica,PARMA,NOCETO,ARPAE/SAC Parma,,594265,4961646
080330184,Non contaminato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,576762,4982979
080370271,Certificato,BOLOGNA,GAGGIO MONTANO,ARPAE/SAC Bologna,,655855,4896080
080370233,Contaminato,BOLOGNA,CRESPELLANO,ARPAE/SAC Bologna,,670027,4930839
0803700646,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,688483,4925257
